"","playerShort","player","club","leagueCountry","birthday","height","weight","position","games","victories","ties","defeats","goals","yellowCards","yellowReds","redCards","photoID","rater1","rater2","refNum","refCountry","Alpha_3","meanIAT","nIAT","seIAT","meanExp","nExp","seExp","avrate","age","cards"
"96","michael-rensing","Michael Rensing","Bayer Leverkusen","Germany",1984-05-14,190,92,"Goalkeeper",2,2,0,0,0,0,0,0,"8940.jpg",0.25,0.25,2230,"72","PRT",0.396803080147761,1079,0.000391944954742492,0.790365744870651,1121,0.00179755834870674,0.25,28.6547945205479,"0"
"97","juanma-ortiz"," Juanma Ortiz","Granada CF","Spain",1982-03-01,179,70,"Middle",1,0,1,0,0,0,0,0,"14114.jpg",0.25,0.25,1089,"3","ESP",0.369893594187172,1785,0.000229489640866464,0.588297311544544,1897,0.00100164730649311,0.25,30.8602739726027,"0"
"98","paul-scharner","Paul Scharner","Hamburger SV","Germany",1980-03-11,191,81,"Back",1,1,0,0,0,0,0,0,"7930.jpg",0.25,0.25,1955,"32","CHE",0.345305187328589,1886,0.000219256366263838,0.37719298245614,1938,0.000822971285640673,0.25,32.8328767123288,"0"
"99","francis-coquelin","Francis Coquelin","Arsenal FC","England",1991-05-13,178,73,"Middle",1,0,1,0,0,0,0,0,"151536.jpg",0.5,0.5,985,"7","FRA",0.334683895844357,2882,0.000150884729853696,0.336100963135171,3011,0.000585966358000684,0.5,21.6547945205479,"0"
"100","rod-fanni","Rod Fanni","Olympique Marseille","France",1981-12-06,186,78,"Back",2,1,0,1,0,0,0,0,"3957.jpg",0.75,0.75,259,"37","BGR",0.435499426250395,276,0.00145826930315516,1.34680134680135,297,0.00834273702627968,0.75,31.0931506849315,"0"
"101","rafael-van-der-vaart","Rafael van der Vaart","Hamburger SV","Germany",1983-02-11,176,74,"Middle",1,1,0,0,0,0,0,0,"5052.jpg",0,0.25,3128,"52","RUS",0.398173671048605,526,0.000808662587496386,1.21272727272727,550,0.00452078812067072,0.125,29.9095890410959,"0"
"102","elustondo_2"," Elustondo","Real Sociedad","Spain",1987-03-18,184,79,"Middle",4,0,2,2,0,1,1,0,"71155.jpg",0,0,88,"3","ESP",0.369893594187172,1785,0.000229489640866464,0.588297311544544,1897,0.00100164730649311,0,25.8109589041096,"1"
"103","david-sauget","David Sauget","FC Sochaux","France",1979-11-23,175,69,"Back",10,4,2,4,0,0,0,0,"24157.jpg",0,0,1358,"7","FRA",0.334683895844357,2882,0.000150884729853696,0.336100963135171,3011,0.000585966358000684,0,33.1315068493151,"0"
"104","goran-popov","Goran Popov","West Bromwich Albion","England",1984-10-02,189,89,"Back",1,0,1,0,0,0,0,0,"19039.jpg",0,0.25,1333,"64","NLD",0.352919999547478,5952,7.03582481284802e-05,0.445678810651854,6121,0.000268530331399279,0.125,28.2684931506849,"0"
"105","phil-jagielka","Phil Jagielka","Everton FC","England",1982-08-17,180,83,"Back",2,1,1,0,0,1,0,0,"21768.jpg",0.25,0.25,1915,"44","ENGL",0.326689683726724,44791,9.63866899097808e-06,0.356445562281524,46916,3.68802247340708e-05,0.25,30.3972602739726,"1"
"106","diego-costa"," Diego Costa","Atlético Madrid","Spain",1988-10-07,189,81,"Front",10,3,4,3,5,3,0,0,"73586.jpg",0.25,0.25,274,"3","ESP",0.369893594187172,1785,0.000229489640866464,0.588297311544544,1897,0.00100164730649311,0.25,24.2520547945205,"1"
"107","bruno-soares_2"," Bruno Soares","Fortuna Düsseldorf","Germany",1988-08-21,194,85,"Back",2,1,0,1,0,0,0,0,"146908.jpg",0.5,0.5,503,"8","DEU",0.336628162642721,7749,5.45402511307639e-05,0.335966892400301,7974,0.000225061636579017,0.5,24.3808219178082,"0"
"108","knowledge-musona","Knowledge Musona","FC Augsburg","Germany",1990-06-21,174,68,"Front",3,0,0,3,0,0,0,0,"152583.jpg",0.75,0.75,759,"8","DEU",0.336628162642721,7749,5.45402511307639e-05,0.335966892400301,7974,0.000225061636579017,0.75,22.5479452054795,"0"
"109","joel-matip","Joel Matip","FC Schalke 04","Germany",1991-08-08,193,89,"Middle",6,4,0,2,0,2,0,0,"156057.jpg",0.5,0.75,899,"8","DEU",0.336628162642721,7749,5.45402511307639e-05,0.335966892400301,7974,0.000225061636579017,0.625,21.4164383561644,"1"
"110","david-navarro"," David Navarro","Levante UD","Spain",1980-05-25,188,82,"Back",1,1,0,0,0,0,0,0,"3704.jpg",0,0,578,"15","TUR",0.354707276872691,656,0.000606285365051553,0.182080924855491,692,0.00271720092129921,0,32.627397260274,"0"
"111","adam-smith_3","Adam Smith","Millwall FC","England",1991-04-29,173,73,"Back",2,0,1,1,0,0,0,0,"150651.jpg",0,0,2542,"44","ENGL",0.326689683726724,44791,9.63866899097808e-06,0.356445562281524,46916,3.68802247340708e-05,0,21.6931506849315,"0"
"112","bosingwa"," Bosingwa","Queens Park Rangers","England",1982-08-24,183,75,"Back",1,0,1,0,0,0,0,0,"8089.jpg",0.5,0.5,1600,"40","SWE",0.340205494522481,5223,8.12333218896306e-05,0.62640099626401,5621,0.000372808603113762,0.5,30.3780821917808,"0"
"113","adil-rami","Adil Rami","Valencia CF","Spain",1985-12-27,190,88,"Back",1,0,1,0,1,0,0,0,"84412.jpg",0,0.25,265,"48","ITA",0.386174222081355,1761,0.000231960305102268,0.529815303430079,1895,0.00109116754271949,0.125,27.0328767123288,"0"
"114","steven-whittaker","Steven Whittaker","Norwich City","England",1984-06-16,186,87,"Back",1,0,0,1,0,0,0,0,"28136.jpg",0,0.25,274,"3","ESP",0.369893594187172,1785,0.000229489640866464,0.588297311544544,1897,0.00100164730649311,0.125,28.5643835616438,"0"
"115","alex-song","Alex Song","FC Barcelona","Spain",1987-09-09,182,74,"Middle",1,0,0,1,0,0,0,0,"24160.jpg",1,1,434,"3","ESP",0.369893594187172,1785,0.000229489640866464,0.588297311544544,1897,0.00100164730649311,1,25.3315068493151,"0"
"116","siqueira"," Siqueira","Granada CF","Spain",1986-04-28,184,76,"Middle",2,1,1,0,0,1,0,0,"58906.jpg",0,0,775,"72","PRT",0.396803080147761,1079,0.000391944954742492,0.790365744870651,1121,0.00179755834870674,0,26.6986301369863,"1"
"117","federico-macheda","Federico Macheda","Manchester United","England",1991-08-22,185,72,"Front",2,1,1,0,0,0,0,0,"124356.jpg",0,0,2028,"44","ENGL",0.326689683726724,44791,9.63866899097808e-06,0.356445562281524,46916,3.68802247340708e-05,0,21.3780821917808,"0"
"118","marchena"," Marchena","Deportivo La Coruña","Spain",1979-07-31,183,78,"Back",14,6,2,6,0,5,0,0,"2512.jpg",0.25,0.5,2073,"3","ESP",0.369893594187172,1785,0.000229489640866464,0.588297311544544,1897,0.00100164730649311,0.375,33.4465753424658,"1"
"119","david-hoilett","David Hoilett","Queens Park Rangers","England",1990-06-05,173,70,"Middle",1,0,0,1,0,0,0,0,"105818.jpg",0.75,1,1784,"8","DEU",0.336628162642721,7749,5.45402511307639e-05,0.335966892400301,7974,0.000225061636579017,0.875,22.5917808219178,"0"
"120","mike-frantz","Mike Frantz","1. FC Nürnberg","Germany",1986-10-14,180,79,"Middle",9,4,1,4,1,0,0,0,"55885.jpg",0,0.25,1852,"8","DEU",0.336628162642721,7749,5.45402511307639e-05,0.335966892400301,7974,0.000225061636579017,0.125,26.2356164383562,"0"
"121","diego-godin","Diego Godín","Atlético Madrid","Spain",1986-02-16,185,75,"Back",2,1,1,0,0,1,0,0,"44642.jpg",0.25,0.25,960,"3","ESP",0.369893594187172,1785,0.000229489640866464,0.588297311544544,1897,0.00100164730649311,0.25,26.8931506849315,"1"
"122","artjoms-rudnevs","Artjoms Rudņevs","Hamburger SV","Germany",1988-01-13,183,81,"Front",1,1,0,0,0,1,0,0,"48426.jpg",0,0,2671,"58","BEL",0.362719752102189,3219,0.0001277386582496,0.568785437182931,3351,0.000574641642598346,0,24.986301369863,"1"
"123","takashi-usami","Takashi Usami","1899 Hoffenheim","Germany",1992-05-06,178,69,"Middle",1,0,0,1,0,0,0,0,"135831.jpg",0.5,0.5,1208,"41","JPN",0.341308090228416,2899,0.000147388590590909,0.205339485827291,3034,0.000603338100439677,0.5,20.6712328767123,"0"
"124","dante"," Dante","Bayern München","Germany",1983-10-18,188,87,"Back",1,0,0,1,0,0,0,0,"19536.jpg",0.5,0.5,67,"7","FRA",0.334683895844357,2882,0.000150884729853696,0.336100963135171,3011,0.000585966358000684,0.5,29.227397260274,"0"
"125","giorgios-karagounis","Giorgios Karagounis","Fulham FC","England",1977-03-06,176,83,"Middle",3,3,0,0,2,0,0,0,"8247.jpg",0,0,373,"7","FRA",0.334683895844357,2882,0.000150884729853696,0.336100963135171,3011,0.000585966358000684,0,35.8493150684931,"0"
"126","michael-tonge","Michael Tonge","Leeds United","England",1983-04-07,183,77,"Middle",1,1,0,0,0,0,0,0,"21774.jpg",0.25,0,1128,"44","ENGL",0.326689683726724,44791,9.63866899097808e-06,0.356445562281524,46916,3.68802247340708e-05,0.125,29.758904109589,"0"
"127","nani"," Nani","Manchester United","England",1986-11-17,175,66,"Front",1,1,0,0,0,0,0,0,"37700.jpg",0.5,0.5,1664,"112","EST",0.42931480951678,201,0.00219443971247538,1.18048780487805,205,0.0120958269958949,0.5,26.1424657534247,"0"
"128","giorgios-karagounis","Giorgios Karagounis","Fulham FC","England",1977-03-06,176,83,"Middle",7,4,1,2,0,0,0,0,"8247.jpg",0,0,67,"7","FRA",0.334683895844357,2882,0.000150884729853696,0.336100963135171,3011,0.000585966358000684,0,35.8493150684931,"0"
"129","maurice-edu","Maurice Edu","Stoke City","England",1986-04-18,183,85,"Middle",3,3,0,0,1,0,0,0,"73187.jpg",0.75,1,755,"45","SCOT",0.326689683726724,44791,9.63866899097808e-06,0.356445562281524,46916,3.68802247340708e-05,0.875,26.7260273972603,"0"
"130","glen-johnson","Glen Johnson","Liverpool FC","England",1984-08-23,178,70,"Back",8,4,3,1,0,2,0,0,"11959.jpg",0.5,0.75,2028,"44","ENGL",0.326689683726724,44791,9.63866899097808e-06,0.356445562281524,46916,3.68802247340708e-05,0.625,28.3780821917808,"1"
"131","adam-smith_3","Adam Smith","Millwall FC","England",1991-04-29,173,73,"Back",2,1,0,1,0,0,0,0,"150651.jpg",0,0,2399,"44","ENGL",0.326689683726724,44791,9.63866899097808e-06,0.356445562281524,46916,3.68802247340708e-05,0,21.6931506849315,"0"
"132","florian-marange","Florian Marange","Girondins Bordeaux","France",1986-03-03,176,70,"Back",6,2,1,3,0,0,0,0,"29944.jpg",0,0,1198,"7","FRA",0.334683895844357,2882,0.000150884729853696,0.336100963135171,3011,0.000585966358000684,0,26.8520547945205,"0"
"133","tom-starke","Tom Starke","Bayern München","Germany",1981-03-18,194,91,"Goalkeeper",6,2,0,4,0,0,0,0,"27.jpg",0.25,0.5,2204,"8","DEU",0.336628162642721,7749,5.45402511307639e-05,0.335966892400301,7974,0.000225061636579017,0.375,31.813698630137,"0"
"134","alex-nimely-tchuimeni","Alex Nimely-Tchuimeni","Manchester City","England",1991-05-11,180,72,"Front",1,0,1,0,1,0,0,0,"154590.jpg",0.75,1,2264,"30","COL",0.377401563147512,601,0.000702928190989668,0.588050314465409,636,0.00357897394576926,0.875,21.6602739726027,"0"
"135","heinrich-schmidtgal","Heinrich Schmidtgal","SpVgg Greuther Fürth","Germany",1985-11-20,174,78,"Back",2,1,1,0,0,0,0,0,"33319.jpg",0,0,1954,"8","DEU",0.336628162642721,7749,5.45402511307639e-05,0.335966892400301,7974,0.000225061636579017,0,27.1342465753425,"0"
"136","lisandro-lopez","Lisandro López","Olympique Lyon","France",1983-03-02,175,72,"Front",1,1,0,0,1,0,0,0,"38696.jpg",0,0.25,2597,"66","CHL",0.347543355316371,371,0.00116293776178863,0.706806282722513,382,0.00595738344460875,0.125,29.8575342465753,"0"
"137","john-ruddy","John Ruddy","Norwich City","England",1986-10-24,193,97,"Goalkeeper",5,0,1,4,0,0,0,0,"37123.jpg",0,0,1627,"44","ENGL",0.326689683726724,44791,9.63866899097808e-06,0.356445562281524,46916,3.68802247340708e-05,0,26.2082191780822,"0"
"138","gary-medel","Gary Medel","Sevilla FC","Spain",1987-08-03,171,76,"Middle",5,3,2,0,1,1,0,0,"82122.jpg",0,0.25,2282,"66","CHL",0.347543355316371,371,0.00116293776178863,0.706806282722513,382,0.00595738344460875,0.125,25.4328767123288,"1"
"139","dennis-diekmeier","Dennis Diekmeier","Hamburger SV","Germany",1989-10-20,188,79,"Back",5,1,3,1,0,2,0,0,"97251.jpg",0.25,0.25,759,"8","DEU",0.336628162642721,7749,5.45402511307639e-05,0.335966892400301,7974,0.000225061636579017,0.25,23.2164383561644,"1"
"140","granit-xhaka","Granit Xhaka","Bor. Mönchengladbach","Germany",1992-09-27,185,82,"Middle",5,1,3,1,0,3,0,0,"166663.jpg",0,0.25,1108,"8","DEU",0.336628162642721,7749,5.45402511307639e-05,0.335966892400301,7974,0.000225061636579017,0.125,20.2767123287671,"1"
"141","borja-oubina"," Borja Oubiña","Celta Vigo","Spain",1982-05-17,180,75,"Middle",6,1,2,3,1,1,0,0,"12373.jpg",0.25,0.25,641,"3","ESP",0.369893594187172,1785,0.000229489640866464,0.588297311544544,1897,0.00100164730649311,0.25,30.6493150684932,"1"
"142","jan-moravek","Jan Morávek","FC Augsburg","Germany",1989-11-01,180,75,"Middle",1,0,0,1,0,0,0,0,"121383.jpg",0,0.25,2826,"35","MYS",0.393750010976576,862,0.000484558046968774,0.599355531686359,931,0.00180476136952738,0.125,23.1835616438356,"0"
"143","heung-min-son","Heung-Min Son","Hamburger SV","Germany",1992-07-08,183,76,"Front",3,1,0,2,1,0,0,0,"163347.jpg",0.25,0.5,1635,"18","SAU",0.288617381328853,323,0.00141877797893905,0.163141993957704,331,0.00619416918042598,0.375,20.4986301369863,"0"
"144","neven-subotic","Neven Subotić","Borussia Dortmund","Germany",1988-12-10,193,88,"Back",1,1,0,0,0,0,0,0,"58222.jpg",0,0.25,2302,"8","DEU",0.336628162642721,7749,5.45402511307639e-05,0.335966892400301,7974,0.000225061636579017,0.125,24.0767123287671,"0"
"145","jonathan-pitroipa","Jonathan Pitroipa","Stade Rennes","France",1986-04-12,176,56,"Middle",2,1,0,1,0,0,0,0,"23131.jpg",0.75,1,2417,"7","FRA",0.334683895844357,2882,0.000150884729853696,0.336100963135171,3011,0.000585966358000684,0.875,26.7424657534247,"0"
"146","damien-perquis","Damien Perquis","Real Betis","Spain",1984-04-10,184,78,"Back",6,3,2,1,0,1,0,0,"34977.jpg",0,0,2874,"7","FRA",0.334683895844357,2882,0.000150884729853696,0.336100963135171,3011,0.000585966358000684,0,28.7479452054795,"1"
"147","james-collins","James Collins","West Ham United","England",1983-08-23,188,83,"Back",1,0,1,0,0,0,0,0,"25543.jpg",0,0,737,"48","ITA",0.386174222081355,1761,0.000231960305102268,0.529815303430079,1895,0.00109116754271949,0,29.3808219178082,"0"
"148","augusto-fernandez","Augusto Fernández","Celta Vigo","Spain",1986-04-10,177,71,"Middle",5,4,1,0,0,0,0,0,"53677.jpg",0.5,0.5,841,"66","CHL",0.347543355316371,371,0.00116293776178863,0.706806282722513,382,0.00595738344460875,0.5,26.7479452054795,"0"
"149","jean-christophe-bahebeck","Jean-Christophe Bahebeck","ESTAC Troyes","France",1993-05-01,182,76,"Front",2,1,1,0,0,1,0,0,"182023.jpg",0.75,1,2796,"7","FRA",0.334683895844357,2882,0.000150884729853696,0.336100963135171,3011,0.000585966358000684,0.875,19.6849315068493,"1"
"150","agirretxe"," Agirretxe","Real Sociedad","Spain",1987-02-24,187,77,"Front",5,3,1,1,1,0,0,0,"32921.jpg",0,0,1510,"3","ESP",0.369893594187172,1785,0.000229489640866464,0.588297311544544,1897,0.00100164730649311,0,25.8712328767123,"0"
"151","oliver-fink","Oliver Fink","Fortuna Düsseldorf","Germany",1982-06-06,187,80,"Middle",3,0,2,1,1,2,0,0,"10984.jpg",0,0.25,608,"8","DEU",0.336628162642721,7749,5.45402511307639e-05,0.335966892400301,7974,0.000225061636579017,0.125,30.5945205479452,"1"
"152","pape-mbow","Pape M'Bow","Olympique Marseille","France",1988-05-22,190,74,"Back",1,0,1,0,0,1,0,0,"103640.jpg",1,1,479,"1","GRC",0.326391469021736,712,0.000564112354334542,0.396,750,0.0026964901062936,1,24.6301369863014,"1"
"153","ashkan-dejagah","Ashkan Dejagah","Fulham FC","England",1986-07-05,181,74,"Front",1,1,0,0,0,0,0,0,"23229.jpg",0.5,0.5,4,"4","LUX",0.325185154120009,127,0.00329680952361961,0.538461538461538,130,0.013752210497518,0.5,26.5123287671233,"0"
"154","daniel-williams","Daniel Williams","1899 Hoffenheim","Germany",1989-03-08,184,75,"Middle",3,1,2,0,0,1,0,0,"122012.jpg",0.5,0.5,2443,"8","DEU",0.336628162642721,7749,5.45402511307639e-05,0.335966892400301,7974,0.000225061636579017,0.5,23.8356164383562,"1"
"155","agirretxe"," Agirretxe","Real Sociedad","Spain",1987-02-24,187,77,"Front",9,2,2,5,3,0,0,0,"32921.jpg",0,0,2063,"3","ESP",0.369893594187172,1785,0.000229489640866464,0.588297311544544,1897,0.00100164730649311,0,25.8712328767123,"0"
"156","marchena"," Marchena","Deportivo La Coruña","Spain",1979-07-31,183,78,"Back",1,0,0,1,0,0,0,0,"2512.jpg",0.25,0.5,2345,"101","CZE",0.411976316319541,595,0.000712378907208621,0.683946488294314,598,0.00348928950301772,0.375,33.4465753424658,"0"
"157","raphael-wolf","Raphael Wolf","Werder Bremen","Germany",1988-06-06,190,86,"Goalkeeper",1,0,1,0,0,0,0,0,"88136.jpg",0.25,0.25,2843,"8","DEU",0.336628162642721,7749,5.45402511307639e-05,0.335966892400301,7974,0.000225061636579017,0.25,24.5890410958904,"0"
"158","carlos-zambrano","Carlos Zambrano","Eintracht Frankfurt","Germany",1989-07-10,185,78,"Back",5,3,0,2,0,0,0,0,"97225.jpg",0.25,0.25,1646,"8","DEU",0.336628162642721,7749,5.45402511307639e-05,0.335966892400301,7974,0.000225061636579017,0.25,23.4958904109589,"0"
"159","raphael-schaefer","Raphael Schäfer","1. FC Nürnberg","Germany",1979-01-30,190,92,"Goalkeeper",3,0,1,2,0,0,0,0,"479.jpg",0.25,0.25,3099,"8","DEU",0.336628162642721,7749,5.45402511307639e-05,0.335966892400301,7974,0.000225061636579017,0.25,33.9452054794521,"0"
"160","sebastian-coates","Sebastián Coates","Liverpool FC","England",1990-10-07,196,85,"Back",1,1,0,0,0,0,0,0,"140904.jpg",0,0.25,1551,"73","URY",0.362015016289714,130,0.00300573793127952,0.588235294117647,136,0.0175028280846623,0.125,22.2520547945205,"0"
"161","juanfran_2"," Juanfran","Atlético Madrid","Spain",1985-01-09,180,72,"Back",2,1,1,0,0,1,0,0,"19148.jpg",0,0,94,"3","ESP",0.369893594187172,1785,0.000229489640866464,0.588297311544544,1897,0.00100164730649311,0,27.9972602739726,"1"
"162","tim-howard","Tim Howard","Everton FC","England",1979-03-06,195,88,"Goalkeeper",1,1,0,0,0,0,0,0,"12074.jpg",0.25,0.25,1224,"24","MEX",0.367493345227886,2327,0.000174406037206388,0.624640657084189,2435,0.000867828632385225,0.25,33.8493150684931,"0"
"163","jean-makoun","Jean Makoun","Stade Rennes","France",1983-05-29,172,65,"Middle",4,1,2,1,0,1,0,0,"11567.jpg",0.75,1,126,"7","FRA",0.334683895844357,2882,0.000150884729853696,0.336100963135171,3011,0.000585966358000684,0.875,29.6164383561644,"1"
"164","marco-caligiuri","Marco Caligiuri","1. FSV Mainz 05","Germany",1984-04-14,180,75,"Middle",2,0,0,2,0,0,0,0,"12459.jpg",0.25,0.25,1196,"8","DEU",0.336628162642721,7749,5.45402511307639e-05,0.335966892400301,7974,0.000225061636579017,0.25,28.7369863013699,"0"
"165","gianni-bruno","Gianni Bruno","Lille OSC","France",1991-08-19,180,74,"Front",2,0,2,0,0,1,0,0,"172113.jpg",0.25,0.25,2181,"7","FRA",0.334683895844357,2882,0.000150884729853696,0.336100963135171,3011,0.000585966358000684,0.25,21.386301369863,"1"
"166","dani-abalo"," Dani Abalo","Celta Vigo","Spain",1987-09-29,174,68,"Middle",1,0,0,1,0,0,0,0,"69906.jpg",0,0.25,256,"44","ENGL",0.326689683726724,44791,9.63866899097808e-06,0.356445562281524,46916,3.68802247340708e-05,0.125,25.2767123287671,"0"
"167","franco-di-santo","Franco Di Santo","Wigan Athletic","England",1989-04-07,194,78,"Front",1,0,1,0,0,0,0,0,"75090.jpg",0.25,0.25,2902,"8","DEU",0.336628162642721,7749,5.45402511307639e-05,0.335966892400301,7974,0.000225061636579017,0.25,23.7534246575342,"0"
"168","phil-jagielka","Phil Jagielka","Everton FC","England",1982-08-17,180,83,"Back",4,3,1,0,1,1,0,0,"21768.jpg",0.25,0.25,1233,"44","ENGL",0.326689683726724,44791,9.63866899097808e-06,0.356445562281524,46916,3.68802247340708e-05,0.25,30.3972602739726,"1"
"169","clement-chantome","Clément Chantôme","Paris Saint-Germain","France",1987-09-11,179,71,"Middle",4,3,1,0,1,0,0,0,"57600.jpg",0.25,0.25,2673,"7","FRA",0.334683895844357,2882,0.000150884729853696,0.336100963135171,3011,0.000585966358000684,0.25,25.3260273972603,"0"
"170","gregory-bourillon","Gregory Bourillon","FC Lorient","France",1984-07-01,187,76,"Back",10,3,1,6,0,0,0,0,"11306.jpg",0.25,0.25,2874,"7","FRA",0.334683895844357,2882,0.000150884729853696,0.336100963135171,3011,0.000585966358000684,0.25,28.5232876712329,"0"
"171","alexander-madlung","Alexander Madlung","VfL Wolfsburg","Germany",1982-07-11,193,92,"Back",1,1,0,0,0,0,0,0,"4833.jpg",0,0,373,"7","FRA",0.334683895844357,2882,0.000150884729853696,0.336100963135171,3011,0.000585966358000684,0,30.4986301369863,"0"
"172","ignasi-miquel"," Ignasi Miquel","Arsenal FC","England",1992-09-28,193,85,"Back",1,1,0,0,0,0,0,0,"180985.jpg",0,0,1233,"44","ENGL",0.326689683726724,44791,9.63866899097808e-06,0.356445562281524,46916,3.68802247340708e-05,0,20.2739726027397,"0"
"173","markus-feulner","Markus Feulner","1. FC Nürnberg","Germany",1982-02-12,181,82,"Middle",13,1,7,5,3,3,0,0,"3089.jpg",0,0.25,1811,"8","DEU",0.336628162642721,7749,5.45402511307639e-05,0.335966892400301,7974,0.000225061636579017,0.125,30.9068493150685,"1"
"174","nando-rafael"," Nando Rafael","Fortuna Düsseldorf","Germany",1984-01-10,180,82,"Front",4,3,1,0,0,1,0,0,"3434.jpg",1,1,2384,"34","DNK",0.361009815298395,2254,0.000179437550540572,0.61448395490026,2306,0.000811628023725932,1,28.9972602739726,"1"
"175","dennis-diekmeier","Dennis Diekmeier","Hamburger SV","Germany",1989-10-20,188,79,"Back",2,1,0,1,0,0,0,0,"97251.jpg",0.25,0.25,1824,"8","DEU",0.336628162642721,7749,5.45402511307639e-05,0.335966892400301,7974,0.000225061636579017,0.25,23.2164383561644,"0"
"176","ezequiel-lavezzi","Ezequiel Lavezzi","Paris Saint-Germain","France",1985-05-03,173,71,"Front",8,4,2,2,2,3,0,0,"69169.jpg",0.25,0.25,2290,"48","ITA",0.386174222081355,1761,0.000231960305102268,0.529815303430079,1895,0.00109116754271949,0.25,27.6849315068493,"1"
"177","nikos-karabelas","Nikos Karabelas","Levante UD","Spain",1984-12-20,180,72,"Back",3,1,0,2,0,1,0,0,"67475.jpg",0,0,214,"1","GRC",0.326391469021736,712,0.000564112354334542,0.396,750,0.0026964901062936,0,28.0520547945205,"1"
"178","eliseu"," Eliseu","Málaga CF","Spain",1983-10-01,177,74,"Middle",12,6,3,3,1,3,0,0,"29219.jpg",0.75,0.75,274,"3","ESP",0.369893594187172,1785,0.000229489640866464,0.588297311544544,1897,0.00100164730649311,0.75,29.2739726027397,"1"
